_NAME_	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	Factor7	load	secondary
v000458	-0.108731435	-0.002501535	-0.327010324	0.0956255774	-0.053215567	-0.241533784	0.0388755397		
v000459	-0.341227711	-0.296775319	0.2061714672	-0.378596313	0.3910352131	-0.061547734	-0.643443105	fac5	1
v000464	-0.20500896	-0.427278999	0.2859188306	0.3105687304	-0.047476843	0.1300801724	0.0185655874	fac4	1
v000465	-0.137451053	-0.319458828	0.0663400612	-0.148740901	0.1151589433	-0.443023671	-0.012540364	fac2	1
v000468	0.1198863081	-0.102171827	0.0161415466	-0.257562385	0.0776676441	0.0152690667	0.4348068005		
v000469	-0.058318352	-0.233747448	-0.194247606	0.1690664245	-0.018133432	-0.258794486	0.0214274359		
v000474	-0.146537784	-0.328695982	-0.018596998	0.2768300423	-0.349041658	0.6801690425	-0.195951386	fac5	1
v000476	-0.351835485	-0.037050178	-0.447378317	-0.059898915	0.0856385242	-0.028315814	0.1272476356	fac1	1
v000478	0.0769809686	0.1158234514	-0.467187512	-0.139107551	-0.070225738	-0.018235895	-0.224483532		
v000481	-0.245673376	-0.305827832	-0.211467924	-0.234796343	-0.192661052	-0.118173853	0.0330478925		
v000488	-0.15777746	-0.145505714	-0.054255088	-0.199436939	0.1170728835	0.0042943653	0.6185506717		
v000489	-0.232968783	-0.222771231	0.2312825628	0.2264873894	-0.0764439	0.1269824884	0.1287280698		
v000491	-0.17112464	-0.121734494	-0.072538509	0.8036562706	-0.110635218	0.2556810674	0.0332231766		
v000495	-0.458225495	0.165640994	0.1895493831	0.2378166392	0.067772985	0.0316486329	0.1442378977		
v000499	-0.259164907	0.3576324514	-0.233340818	-0.325793709	0.0035381088	-0.189019922	0.1865018185	fac4	1
v000504	-0.234731453	0.2690744386	-0.367529894	-0.066433818	-0.002765686	-0.142024296	-0.142556693		
v000508	-0.089812904	-0.108184586	-0.156211081	-0.108891884	-0.050598139	0.577939749	-0.013510045		
v000509	0.1386224056	0.1106073838	-0.108246025	-0.19000344	0.0195052079	0.643708171	0.1505701741		
v000513	0.1056973205	-0.033819243	-0.191590366	-0.093867458	-0.038819576	0.0576428591	0.64725882		
v000517	0.0621745498	-0.186379443	0.0472566135	-0.256075675	0.0271840833	0.0926055168	0.3864712407		
v000518	-0.198999993	0.0924041312	-0.104965809	-0.104353382	-0.198447155	0.0470660996	0.0060972074		
v000525	-0.203575716	0.0314449112	-0.004350037	0.5645662151	-0.138231611	0.0680614038	0.0179764393		
v000527	-0.295717843	0.0394080117	0.141653393	-0.170762582	0.2169984673	0.381601866	0.5847358517	fac6	1
v000529	-0.134948461	-0.150885153	0.0937767074	-0.490248282	0.5391366642	0.0787856655	0.1844647979	fac4	1
v000530	0.0146913908	-0.108853841	0.2578510842	-0.405141386	0.6698867033	-0.111606206	0.0776952565	fac4	1
v000532	-0.040162336	-0.057317238	-0.30199573	-0.025517011	-0.033546215	-0.039836712	-0.127010472		
v000534	-0.281154762	0.2525559265	-0.359854283	-0.135932987	0.0421426559	-0.011734413	-0.099476345		
v000538	0.0293584911	0.0265333325	-0.295552589	-0.407960173	0.1997669134	0.0773202352	-0.060037822		
v000542	-0.4879265	0.3666507443	-0.277294257	-0.033780229	0.0274943668	0.1427969616	0.2528735057	fac2	1
v000548	-0.162241921	0.0763502695	-0.313348628	0.0363626196	0.0159053178	-0.157454235	-0.096956679		
v000549	-0.236998595	-0.100749707	0.3526310554	-0.054836819	0.1236083206	0.1311605414	0.0071254943		
v000558	-0.249771312	-0.207465298	0.0096787413	0.1405532554	0.0381418132	0.4489431642	0.0708256672		
v000562	-0.405359892	-0.050329775	0.2559669296	-0.103618951	0.2734589163	0.0864715219	-0.174815186		
v000566	-0.078767514	-0.118483891	-0.004313835	-0.46100432	0.0958482246	-0.026808512	0.0722307795		
v000567	-0.293323811	0.0785558202	-0.28038273	-0.031892936	0.1161434806	-0.046283422	0.0763474606		
v000568	-0.32344185	-0.098099313	0.3484240428	-0.065723631	0.1388378916	-0.028544103	-0.303470483	fac1	1
v000570	-0.049520008	-0.195884733	-0.257477143	0.7853527986	0.0106884699	0.2832050559	-0.001045919		
v000571	-0.333582577	-0.349671725	0.0358398561	0.0621047388	0.2600876991	0.0698629655	-0.103854964	fac1	1
v000576	-0.023254651	0.0814124736	0.133950996	-0.210419389	0.2360118203	0.0217893894	-0.3313962		
v000577	-0.214309965	-0.045635548	-0.032909436	-0.046940133	-0.233064913	0.0412376774	0.0177260961		
v000584	-0.297275472	0.086990007	-0.219757941	0.1689111848	0.0097312271	0.129766892	0.0031364074		
v000586	-0.123695763	-0.01399391	-0.543346502	-0.113067071	0.241744298	0.1732074965	-0.12863647		
v000591	-0.094538333	0.0065723645	0.1470945775	-0.039424135	-0.008186713	0.4315168814	0.2919489929		
v000594	0.0685904506	0.0515542091	-0.437673807	-0.288780427	0.361482476	0.2279853519	-0.266523518	fac5	1
v000596	-0.148133726	-0.170095846	-0.061895428	-0.294825763	-0.043323297	0.375761312	-0.157084112		
v000603	-0.367913762	-0.237723705	-0.0153799	-0.02421976	0.4507103399	-0.052523874	-0.36213775	fac1	1
v000606	-0.106410227	-0.117354492	-0.09522723	-0.24105627	0.3892488246	-0.192073108	-0.234072857		
v000607	0.0423410404	-0.028146413	0.0952220733	-0.242813201	-0.053287409	0.3415506339	0.1314172563		
v000608	-0.165751862	-0.183128119	-0.077502986	0.0631383745	0.4368513177	-0.054058371	0.0945958156		
v000612	-0.300183016	-0.135290139	-0.061304329	-0.082260755	0.3914010095	0.5308826243	-0.432559221	fac7	1
v000619	0.0607883001	-0.291620923	-0.234095281	0.1390577793	-0.2441169	0.6027514355	0.0273187685		
v000625	-0.235832504	-0.034540008	0.0752318439	-0.160364257	0.1049639235	0.1458831764	-0.489118494		
v000634	0.0283635916	-0.086022936	-0.02565572	-0.262597621	0.1585484734	0.0912978798	0.0050405675		
v000640	-0.248176139	-0.12558192	0.0521445415	-0.100757857	-0.029883348	0.0970804656	0.0457877228		
v000652	-0.334638517	0.1109025178	-0.087528568	-0.182254679	0.0416971069	0.1782123027	0.1328670083		
v000661	-0.208427603	-0.074240028	-0.156236511	-0.281189258	0.3270597981	0.4338883826	-0.28173087	fac5	1
v000664	0.1683294103	-0.125763572	-0.276504174	-0.34998216	0.5830411414	0.0567802951	-0.021473287	fac4	1
v000670	-0.474867077	0.1400491477	-0.051255323	0.016102641	0.2880591491	-0.111774216	0.4393798154	fac7	1
v000680	-0.353575569	0.3255126706	0.1170492464	-0.314619323	-0.090262805	0.0667604071	0.0306572312	fac2	1
v000681	-0.151101418	-0.333492553	-0.180829588	-0.191959573	0.0262315521	0.3716242791	0.0053015825	fac2	1
v000684	-0.084669408	0.1891665507	-0.032953693	-0.267139299	0.0202761634	0.1915886647	0.2415810869		
v000685	-0.337657488	-0.114509851	0.0482858378	-0.103114199	0.2755273623	0.1818054156	-0.231284754		
v000688	-0.495695199	0.4230486938	-0.32251109	-0.081266622	0.1841707197	0.1351451595	0.1563917235	fac2	1
v000690	-0.208113917	0.0496072403	-0.274376477	-0.055057261	-0.078385663	0.0573127713	0.0477515854		
v000691	-0.314877428	0.1824513209	-0.095419102	-0.048907377	-0.004397283	0.6487302723	0.0854613107	fac1	1
v000697	-0.021366446	-0.359825517	-0.124730873	-0.221532782	-0.247864985	0.033372068	0.0537665302		
v000701	-0.263794644	0.2646769227	-0.161775872	-0.280722657	0.2132940685	0.0578707336	0.2809905914		
v000708	-0.563406432	0.2090388946	0.1718929263	-0.130491196	0.0242585315	-0.037336082	-0.100068702		
v000709	-0.335576499	0.006117904	0.1327176583	-0.178432926	0.0548531475	0.0668989423	-0.112574446		
v000714	-0.116994237	-0.129472855	0.0793220476	-0.309139965	-0.079551939	-0.043632601	-0.225767058		
v000715	-0.26520568	-0.088966872	0.0180497204	-0.066879461	0.1545665796	0.3981708643	-0.246471699		
v000716	-0.409208803	0.3409039215	-0.141121571	-0.122021626	0.0666127823	0.1100557138	-0.039334272	fac2	1
v000721	-0.493995335	0.0095326794	-0.22577845	-0.002649463	0.2181667792	0.179406974	0.2712216573		
v000728	-0.020298689	-0.24772482	-0.008427884	-0.071171636	0.0891085655	0.3471249446	-0.152199838		
v000733	-0.255403573	-0.117706745	0.1396166571	0.0019515634	0.228801213	0.0133985248	-0.152250947		
v000738	-0.359540176	-0.050028781	-0.161110824	-0.265307462	0.3269549868	0.0264358673	0.2334443713	fac5	1
v000739	-0.146233259	-0.060561229	0.1336101096	-0.054545969	0.1520914058	0.2124825539	-0.031547429		
v000740	0.1555663188	0.0611423395	-0.150805212	-0.201943986	-0.00559499	0.5339588663	0.134462348		
v000743	-0.333626216	0.0855067272	-0.045312179	-0.115688045	0.0605442504	0.4062515094	0.1592547805	fac1	1
v000744	-0.28666952	-0.255374467	0.1548854722	0.3125469473	0.1170090632	-0.167637858	0.2274745185		
v000745	-0.604771112	0.1078773986	-0.108227112	0.0398803358	0.2206487244	-0.009313333	-0.227219371		
v000765	-0.166643207	0.1875150744	-0.166662413	-0.129067135	0.2840007393	-0.20926993	0.1218319757		
v000768	-0.287360443	-0.066659412	-0.105583322	-0.190206655	0.4098622457	-0.047279215	-0.121630333		
v000771	-0.550837127	0.0553723069	0.2407831093	-0.144328066	-0.102648644	0.0368490757	-0.07996506		
v000776	-0.155246409	-0.161215646	0.0011464589	0.1395500735	0.0759424032	0.3492160789	0.0160327025		
v000778	-0.112571655	0.118611991	-0.177002856	-0.165451577	0.0371477944	0.0862117943	0.1135188277		
v000779	0.105513043	-0.41038059	-0.183849527	-0.060603436	-0.037668583	0.1935711433	-0.288747019		
v000789	-0.418423259	0.4005647567	-0.319633578	-0.045894897	0.0340154264	-0.078779913	0.0736833581	fac2	1
v000790	-0.318363799	-0.275344605	0.1117577339	-0.036406501	0.2039806698	0.0617412144	-0.006732317		
v000797	-0.13304834	-0.402639021	0.0427356319	-0.009449794	-0.123727019	0.0281282315	0.5760295823	fac2	1
v000803	-0.115921964	0.0611331009	-0.103960143	-0.238113849	-0.102247096	-0.001175744	-0.276554298		
v000816	0.1526800136	-0.284226964	-0.373667714	-0.007599007	0.0897033452	0.0485422605	-0.07290814		
v000817	-0.331214927	-0.093672276	-0.06223205	-0.072986311	0.0857399698	0.2130517952	0.020568948		
v000824	-0.207883876	-0.270795921	-0.165822673	-0.203482945	-0.054829089	0.2192782102	-0.040392386		
v000825	-0.244517677	-0.357955415	0.0131325673	-0.157604229	0.192807751	0.4383005308	-0.306191677	fac2	1
v000830	0.1450870451	-0.182017927	-0.19932436	-0.086267712	0.2235208278	0.1224370766	-0.242519649		
v000845	-0.233817761	0.1844018993	-0.134963479	-0.359792521	-0.096171443	-0.018488236	-0.030301677		
v000852	-0.094657259	-0.335148589	-0.320623538	0.0466395492	0.0955212034	-0.057589551	0.1354435373	fac3	1
v000861	-0.240173396	-0.212146017	-0.107022559	-0.082213639	0.175155014	0.1581936442	-0.042474339		
v000862	0.188286643	-0.054508445	-0.016186657	-0.204541882	0.0068193258	0.0737497813	0.1736968769		
v000865	-0.122212065	-0.283019632	0.3349894125	0.046447717	-0.160157894	-0.129610828	0.1087950258		
v000867	-0.129396828	-0.128496468	-0.117152335	-0.15431174	0.0207935903	0.4094205342	0.1721100906		
v000870	-0.238394775	-0.158929487	-0.367671314	0.3025203794	-0.096533622	0.0178994661	0.0165095426	fac4	1
v000879	-0.125641761	-0.302528434	-0.094979236	-0.24371108	0.0060785044	-0.006776911	0.6525324384	fac2	1
v000880	-0.172665941	0.0088028216	-0.203275303	-0.250740572	-0.452381661	-0.261441898	-0.101027574		
v000883	-0.088733987	-0.253709352	0.017287589	-0.290659806	-0.183893275	0.2327655135	0.0512930979		
v000889	0.3204112917	-0.048536246	-0.241530449	-0.272491944	0.2577567212	0.0888314764	0.0046750374		
v000898	0.0993860041	-0.116385742	-0.034899324	-0.038764174	-0.073256602	0.1879724607	-0.205306691		
v000900	-0.261769752	-0.514646372	-0.02758566	-0.046338952	0.0429459713	0.2064241344	-0.320619774	fac7	1
v000911	-0.009768774	-0.28351531	-0.033698527	0.0244303967	0.0690402308	-0.037801434	0.022472935		
v000914	0.1837641292	-0.141748956	-0.024299722	-0.289001895	0.0840537011	0.023952027	-0.008040219		
v000921	0.270464235	-0.242885061	-0.168034804	-0.109727117	-0.162731969	-0.076614027	0.0499200056		
v000923	0.2305682764	-0.145739613	-0.000699549	-0.009457288	-0.268735261	-0.155050895	-0.148347219		
v000932	0.0122237393	-0.315304787	-0.095697276	-0.400167487	-0.357665723	-0.204480415	0.0064741504	fac5	1
v000935	-0.124128962	0.007644919	-0.270291512	-0.098711458	-0.094050959	-0.0780007	-0.011078767		
v000936	-0.175268924	-0.200894827	0.1334844988	-0.370422745	-0.102379591	-0.073888666	-0.283421086		
v000941	-0.105794732	-0.280230639	-0.065074067	-0.250341165	-0.249885519	0.0524075275	0.1375112642		
v000943	-0.215197092	-0.08103217	-0.241482331	-0.148158265	-0.200880984	-0.25056336	-0.108064969		
v000944	-0.029877603	-0.176705616	-0.261074703	0.2093669842	-0.350443163	0.2728010499	-0.145086109		
v000947	-0.195188523	-0.275254833	-0.023205057	-0.069225317	-0.279339759	0.0951209576	-0.010357794		
v000950	-0.101840424	-0.383196086	0.0587685893	0.0602983168	-0.552339227	0.2691740767	0.178773565	fac2	1
v000952	-0.256094686	-0.045154791	0.0895676427	-0.353955962	-0.24043039	-0.33511855	0.0976259388	fac6	1
v000955	-0.127591418	-0.246728787	-0.101425913	0.2465008507	-0.250723339	0.0089187912	0.0612045251		
v000959	0.0489588446	-0.248997668	-0.08883332	-0.024844725	-0.388529334	-0.029618238	0.0298450615		
v000966	0.0407831049	-0.260956939	-0.116804816	-0.107730602	-0.27514137	0.4210561653	-0.260938917		
v000973	-0.32287315	-0.269914889	0.0308371189	-0.104545498	-0.2111215	-0.23070738	0.333533577	fac1	1
v000975	-0.204346887	-0.487024111	0.0690797102	0.0875483944	-0.167541306	-0.13470921	-0.134881904		
v000980	-0.230036699	-0.163789005	-0.226627145	-0.246196142	0.0665232782	0.2753960445	-0.069773396		
v000994	-0.181082688	-0.151120308	-0.196289586	-0.082224573	-0.345025138	0.4858639771	0.0440619778	fac5	1
v000998	-0.257006663	-0.54554463	0.0288183945	0.0667040559	-0.106372954	-0.282947047	-0.032114475		
v000001	0.2999303349	-0.043408322	0.063099111	-0.200400321	-0.080740747	0.3916740725	0.0756530194	fac6	
v000002	0.221754202	-0.041428804	0.3953957113	-0.115799605	0.1245016046	0.0512574365	0.1548978285	fac3	
v000003	0.2540797467	-0.057734035	0.3060117894	-0.128340888	-0.011380131	0.1002526778	0.0967336906	fac3	
v000004	0.4027808413	0.0176952896	0.2102539059	-0.032473473	0.1349911667	0.0332897634	0.1023796431	fac1	
v000005	0.303341916	0.0662096759	0.2565261796	-0.085376605	0.1649527714	0.0072165722	0.176317287	fac1	
v000006	0.1272632419	0.3074732975	-0.039457602	0.2134268275	0.0481917502	-0.028813098	0.0169817007	fac2	
v000007	-0.01266807	0.0852839262	0.6344407048	0.0177846935	0.1241056059	-0.102370287	-0.168282974	fac3	
v000008	0.2919152185	0.1641323624	0.4784143329	0.048000823	0.2136292755	0.0573578019	0.1489784127	fac3	
v000009	0.4031142836	0.1296750584	-0.008663406	-0.162452752	0.2941649675	-0.232269232	0.1107283131	fac1	
v000010	0.4263149679	0.2877807298	0.2729537434	-0.20908792	0.0841309575	0.1312303789	0.1141476522	fac1	
v000011	0.2341950436	0.1068150166	0.4484174226	0.0726734376	0.1028120995	0.1496437814	-0.018571363	fac3	
v000012	0.2705118756	0.1222753574	0.3768429778	0.0487426364	-0.054661737	0.2545919837	0.2030201565	fac3	
v000013	0.3029364993	0.2696282126	0.2350521694	0.0829211625	0.0392621687	0.0658048644	0.0213233841	fac1	
v000015	-0.130881195	0.4451907271	0.1326498063	0.2383146953	-0.118485291	-0.092823844	0.2474645211	fac2	
v000016	0.4199772425	0.1897538456	0.2561131946	0.0134238593	-0.437764381	0.4791473868	0.1141846293	fac6	
v000017	0.3067140268	0.3730899972	0.243762657	-0.35055579	-0.141016415	-0.063571593	-0.040258467	fac2	
v000018	0.5905755241	0.1333676818	0.1346640858	0.0198507102	-0.458861699	0.2832003269	-0.030679921	fac1	
v000019	0.3521823514	0.0928803428	0.0804714957	0.3162784425	-0.269735996	0.584310652	0.0745767488	fac6	
v000021	0.5010844773	0.1713101908	0.1890346338	-0.089072748	-0.533209565	0.3622328525	0.0987901164	fac5	
v000022	0.645750801	0.2212084264	-0.081158234	0.1908361535	0.0471388528	-0.150716746	0.027532828	fac1	
v000023	0.2249600058	0.5103887393	-0.022746053	0.0105607355	-0.135420359	-0.414825905	0.2318513681	fac2	
v000024	0.2046292114	0.0919370615	0.4287672743	0.3100045963	0.076199902	0.2428017858	0.4648741758	fac7	
v000025	0.4043030653	0.3563582206	-0.166515259	0.1733060691	0.0998245434	-0.440536098	0.0626259766	fac6	
v000026	0.026210857	0.3260382755	0.7642088995	0.1434923405	-0.170255327	-0.168343897	-0.285406044	fac3	
v000027	0.4029454815	0.1652390241	0.3576675611	-0.405473246	0.1553502689	0.3769190031	0.1974308365	fac4	
v000029	0.4902467364	-0.084851833	0.5803186541	-0.25429891	0.4379839303	0.0042939034	0.2898436299	fac3	
v000030	0.501689397	0.2770128113	0.0745375079	-0.005868013	-0.113352262	0.55035614	0.16133959	fac6	
v000031	0.7425260541	0.1377143506	0.0986023667	-0.235895846	0.0366809394	-0.093943382	-0.183123872	fac1	
v000032	0.699409109	-0.198290986	0.0529834819	-0.16289331	-0.114457888	0.2026420981	0.1581342697	fac1	
v000033	0.4842883291	0.3432337718	0.0901384315	0.0708949117	0.1777946529	0.0795119749	0.2907534917	fac1	
v000034	0.1874885151	0.2612680805	0.7054123053	0.2782687156	-0.066577416	-0.043293947	-0.114065147	fac3	
v000035	0.0337274051	0.1660149107	0.514894033	0.5850146028	0.0169202738	0.2153077548	-0.200118562	fac4	
v000037	-0.000893385	0.557516998	-0.018259226	0.5688990755	0.0181316689	-0.226679453	-0.202881518	fac4	
v000038	0.0442431948	0.5012558583	-0.275832867	0.4864094635	0.2932127058	-0.214622443	-0.323527561	fac2	
v000040	0.2503742337	0.100245193	0.5477006201	0.1896091409	0.3270150222	0.1556202064	-0.192923694	fac3	
v000041	0.0318337717	0.7209141403	0.0828141632	0.0705373792	0.0176969464	-0.028850842	-0.133922524	fac2	
v000043	0.3168102624	0.067719441	-0.088724648	0.4441916663	0.6345155489	-0.278014962	-0.130429263	fac5	
v000044	0.4120298324	0.2113822351	0.2148013091	-0.290331419	0.2260467727	0.452344034	0.2306219865	fac6	
v000047	0.694626933	0.0737861615	0.149988023	-0.167587094	-0.34008189	0.2725769721	-0.106328489	fac1	
v000048	0.0125188763	0.7560578998	0.2917483669	0.1171033574	-0.04701307	0.1019550054	-0.082837116	fac2	
v000050	0.3932281292	0.3850340836	0.1007379456	0.0987031543	0.4728837997	-0.036042719	-0.26419381	fac5	
v000051	-0.050882131	0.0856624256	0.4946203275	0.3870405865	0.1626652265	-0.158959691	-0.143420712	fac3	
v000052	0.1909668213	-0.009835482	0.604225953	0.0602109874	0.6245517211	-0.174840673	0.1512370162	fac5	
v000053	0.7019390006	0.3196113659	0.1834146718	-0.19625531	0.1673357035	0.209299	0.0737619831	fac1	
v000054	-0.002309197	0.5880261303	-0.459623117	0.3440754871	-0.151651912	-0.301882145	-0.081360281	fac2	
v000055	0.670808103	0.1283939749	-0.468127944	0.2817303963	0.249343398	0.1776280941	0.3537766883	fac1	
v000057	0.5305733873	0.5082271067	-0.382535974	-0.165536456	0.160361478	0.0706272831	-0.138419606	fac1	
v000058	0.0697952657	0.8586213809	-0.244705328	0.0884938478	-0.070751521	-0.309190956	-0.119489728	fac2	
v000059	-0.088026264	0.6049397272	-0.279121969	0.3641251431	-0.215575465	-0.336022084	0.5244163967	fac2	
v000060	0.1351898468	0.8442394859	0.0735401233	-0.083881618	-0.080060442	0.0742392148	-0.14562149	fac2	
v000061	0.3467195846	-0.053361412	-0.056636129	0.7774917806	0.3487615007	-0.490175993	-0.014854518	fac4	
v000062	-0.062532518	0.7929384143	0.3177584049	0.1429521754	-0.273172731	-0.025385031	0.325807681	fac2	
v000066	0.4566080901	0.0174812007	0.4324948795	0.0018747132	-0.13120591	-0.144333823	0.7389430346	fac7	
v000067	-0.205826448	0.0135785971	0.564267211	0.3721898388	0.357938583	-0.184647421	0.0339297089	fac3	
v000068	0.1236459885	0.6668603155	0.2401096328	0.0687309668	-0.21837636	-0.390002836	-0.089171573	fac2	
v000072	0.3203860874	-0.122772244	0.3638038221	0.1317511615	-0.548503075	0.435268988	0.2987997473	fac5	
v000074	0.5463876511	-0.045368178	0.2718338465	-0.157156685	0.1520028578	-0.160668933	0.3463919267	fac1	
v000075	0.1936845198	0.3493822824	-0.182661397	0.10429555	-0.476962691	-0.392021486	-0.088782954	fac5	
v000076	0.5942514669	0.3044733001	0.0330903982	-0.102378057	-0.022435666	-0.336836157	-0.355002204	fac1	
v000077	0.6357876598	0.0959008808	-0.274428768	0.1269583552	-0.214710916	-0.219558867	0.1490241031	fac1	
v000079	0.2721031099	0.2285058787	-0.409922246	0.5040965175	-0.198808507	-0.12359079	0.3095440586	fac4	
v000081	0.0388944447	0.4399697894	0.0074265228	0.1461421848	-0.316234232	0.6592151281	0.0520704193	fac6	
v000082	0.0866525266	0.5297738364	-0.469210429	0.0129220647	-0.224928194	-0.214147287	0.226136847	fac2	
v000085	0.0070532535	0.1770384273	0.8669163934	0.0996013766	-0.205960549	-0.166735912	-0.145484974	fac3	
v000087	0.3394998724	0.1603788898	-0.24723312	0.7942579827	-0.194605195	-0.187510609	0.4179026808	fac4	
v000088	0.3335122012	-0.086299915	0.5637418287	0.378583938	-0.156299869	-0.062903511	0.2714584716	fac3	
v000090	0.3666169162	0.1074779487	0.2127106932	-0.195242107	-0.372559395	0.287440214	-0.17788747	fac5	
v000095	0.4647412891	0.0320970654	-0.084086097	0.4012422212	-0.011268693	-0.108970122	-0.517217968	fac7	
v000099	0.2932417227	0.3896838637	-0.204584003	-0.236110167	-0.091188425	-0.301062722	0.1319054625	fac2	
v000100	0.7435415469	-0.086996655	-0.035275274	-0.252182715	-0.11856358	-0.238963314	0.0270164594	fac1	
v000102	0.5752243398	-0.042798739	0.4232515747	-0.057888935	-0.455714635	0.0748453998	0.3042056329	fac1	
v000103	0.1180615415	0.3161139816	0.0882589297	0.1370317484	-0.335251949	-0.2436656	0.0389905942	fac5	
v000105	0.8076178408	-0.105064698	0.1087505604	0.0159397582	-0.032462877	-0.005817963	0.0739258344	fac1	
v000106	0.1549390076	-0.271149683	0.0887385073	0.4945268823	0.072126629	-0.523223816	-0.02827418	fac6	
v000107	0.8060277934	-0.013725113	-0.0064801	0.0939293495	0.1788295331	-0.214862921	0.2530775414	fac1	
v000111	0.2124097019	0.450530564	-0.408875537	0.0492617486	0.0264262536	-0.271863243	0.0361690618	fac2	
v000112	0.0877786941	0.1570214538	0.0640503181	0.6849613854	-0.253369578	-0.126375241	-0.047967045	fac4	
v000113	-0.194167023	-0.440017722	0.7337285749	0.3320729466	0.0514764324	-0.209793622	-0.219919597	fac3	
v000114	-0.017761578	0.0198519193	0.7445446375	0.0611022814	-0.252266719	-0.112573796	-0.185364388	fac3	
v000117	0.6761642146	0.0461475568	0.28914057	-0.255509448	-0.036926396	-0.204130531	0.3005544626	fac1	
v000119	0.2758192913	-0.046235358	0.6027063101	-0.286956088	0.4072600683	-0.414728426	0.0289765081	fac3	
v000120	-0.005887962	0.4344951135	0.0392672413	-0.110506396	-0.030515608	0.086737115	0.0646379716	fac2	
v000124	-0.261956261	0.0505302528	0.6634787155	-0.125369163	-0.284773336	-0.201898487	-0.100501218	fac3	
v000125	0.394576905	-0.113920199	0.1749103044	0.1347803308	0.0468968192	0.0410802768	-0.035500102	fac1	
v000126	0.2976548194	0.068528222	-0.424893977	0.6264062629	0.1416133462	-0.210147845	-0.054920827	fac4	
v000128	-0.05154283	-0.239853726	0.2692981108	1.0598030651	-0.228438014	-0.173545217	-0.244801272	fac4	
v000129	0.1817044033	0.5415264649	0.207408523	-0.107743562	-0.25592539	-0.264471616	-0.435074762	fac2	
v000130	0.7228342145	0.2090692389	-0.187718071	-0.02697743	0.0203797068	-0.078350178	-0.189407478	fac1	
v000131	0.2309528653	0.5899233153	-0.43803979	0.108034916	-0.103781416	-0.178384046	-0.079569502	fac2	
v000133	-0.028080456	0.4329652199	0.2316849808	-0.183523894	0.0928797423	-0.147632286	0.0953949434	fac2	
v000134	-0.10857372	0.1210171966	0.6891921936	-0.041415488	0.0884688427	-0.147642677	-0.056748665	fac3	
v000137	-0.195874367	-0.395417357	0.3019889602	0.194932198	0.5042618711	-0.121726915	-0.13497278	fac5	
v000139	0.7425566746	-0.11199209	-0.091449868	0.0228774915	0.0165227707	0.1870621091	0.0166660133	fac1	
v000140	0.0755751844	0.4409022653	-0.035052416	0.2255517045	-0.126290547	-0.136777152	-0.101748519	fac2	
v000141	-0.128764057	-0.207361522	0.5165733092	0.600244308	0.1997580722	0.1680770724	-0.2641737	fac4	
v000142	0.3691355526	0.4013586158	0.002041196	0.0400208024	-0.020824465	-0.280489874	-0.116281261	fac2	
v000143	0.0607813575	-0.243059239	-0.066840012	0.0882061922	-0.011280527	0.3064447785	-0.099470054	fac6	
v000144	0.475306764	0.0051011344	0.3162291718	-0.285265429	0.4268815637	0.0180973654	0.8228783411	fac7	
v000145	0.2825831968	0.5448785717	0.2005632515	-0.411409037	-0.114381341	-0.035493483	-0.14767303	fac2	
v000146	-0.157122128	-0.183219905	0.499811847	0.2593358354	0.2411925779	-0.104564812	0.3028380478	fac3	
v000147	0.288711509	0.1612803835	0.1448628636	-0.158290557	0.5439002409	-0.506472532	-0.096759447	fac5	
v000149	0.3924230769	0.0128196081	-0.067087811	-0.244540897	0.4894511595	-0.320227788	0.2850501644	fac5	
v000153	0.5176130347	0.2184317552	-0.239133939	0.1524781277	0.0299572577	0.0529033936	0.2639589391	fac1	
v000154	0.1762449011	0.3587793499	-0.405457938	0.1142911888	0.1470727323	-0.267007472	0.3541540745	fac3	
v000156	0.150364441	-0.091351256	0.4253834377	0.3447877921	0.5260015874	-0.132376639	-0.417865037	fac5	
v000157	0.1944128545	0.4399591858	-0.225541832	-0.06360334	0.0011557977	-0.266189782	-0.040614657	fac2	
v000158	0.2572928874	-0.150318819	0.1102457874	0.1003147962	0.0293094072	0.7336260195	-0.695528745	fac6	
v000159	-0.002532827	0.2944299417	0.2221431421	0.6795175603	-0.230629908	0.0833554708	-0.133836182	fac4	
v000160	-0.014955211	-0.130808949	0.5363131734	0.3052606622	0.5738503917	-0.46962522	0.1008699469	fac5	
v000162	0.0923184549	0.091320701	0.0257662116	0.7379056349	0.1498819584	-0.329760394	0.2141539926	fac4	
v000163	0.2863768334	0.1763411526	0.1071119176	-0.228939616	-0.25088216	0.0122255782	0.1099020946		
v000164	-0.174805039	0.4985629669	-0.226135237	0.1650853946	0.2163050249	-0.353427434	-0.192311028	fac2	
v000165	0.1428721232	-0.219309434	0.2998007168	0.1911023751	-0.068700532	-0.0096275	0.1359430878		
v000168	-0.033587557	0.0039948966	0.1425041279	0.8212213992	0.1875463129	0.1453654214	-0.043801701	fac4	
v000171	0.3661720673	0.0748467616	-0.058712996	0.0015605432	0.2716406844	-0.120742179	0.3880838448	fac7	
v000173	0.1186420454	0.0724056714	0.2240774624	0.4791979892	0.1600900337	0.3093013356	-0.230995612	fac4	
v000174	0.0045421126	-0.044621636	0.1421780992	0.3123668324	-0.101151074	0.7705275376	-0.038133538	fac6	
