_NAME_	Factor1	Factor2	Factor3	Factor4	Factor5	load	secondary
v000576	-0.207000159	0.1054563745	0.2438190406	-0.178546752	-0.072804874		
v000577	-0.144854777	-0.053148543	-0.149597564	0.0465867202	0.1605625668		
v000584	-0.298241529	0.0631499828	-0.174874645	0.1286767409	0.0178668489		
v000586	-0.295821502	0.0179697091	-0.331030481	-0.225080409	-0.034221675	fac3	
v000591	-0.071121873	-0.115094057	0.1931295226	-0.106732101	0.3124929631	fac5	
v000594	-0.229008782	0.093484458	-0.135070263	-0.39436273	0.0005346566	fac4	
v000596	-0.297086309	-0.19472391	-0.003702445	-0.228724064	0.3341590584	fac5	
v000603	-0.524069277	-0.204702476	0.1007334925	-0.077112577	-0.374501832	fac1	
v000606	-0.222889345	-0.051795504	-0.00006852	-0.293448542	-0.354252402	fac5	
v000607	0.0006045257	-0.094343466	0.1322273407	-0.239733152	0.3356917347	fac5	
v000608	-0.16925386	-0.195676624	0.0326914196	-0.123747577	-0.371872177	fac5	
v000612	-0.651067463	-0.176959979	0.2300159511	-0.135744514	0.1130949843	fac1	
v000619	-0.054363791	-0.35621501	-0.144276157	0.1394617262	0.5337058362	fac5	
v000625	-0.456632297	-0.010721751	0.1518290281	-0.049535692	0.0581665048	fac1	
v000634	-0.042701085	-0.089280645	0.0458344396	-0.302468118	0.0165947083	fac4	
v000640	-0.21085414	-0.155985999	-0.003925612	-0.074375718	0.0736275664		
v000652	-0.307819845	0.0602818588	-0.072182144	-0.21104581	0.1085005637	fac1	
v000661	-0.494302231	-0.098918979	0.0919563567	-0.334964317	0.1370668637	fac1	
v000664	-0.028894747	-0.096178484	0.0032570611	-0.565371939	-0.256621982	fac4	
v000670	-0.261410012	0.0721498291	-0.071376991	-0.169922305	-0.321234562	fac5	
v000680	-0.30774939	0.2875000401	0.0461558765	-0.223798281	0.1673167681	fac1	
v000681	-0.245367995	-0.367912006	-0.111695532	-0.215263723	0.2418613228	fac2	
v000684	-0.054790688	0.1315944229	0.0013587259	-0.313842029	0.1839440718	fac4	
v000685	-0.479606877	-0.135419009	0.1530081781	-0.123211316	-0.063142088	fac1	
v000688	-0.472941388	0.374491853	-0.215355392	-0.196177959	-0.034866864	fac1	
v000690	-0.183214566	0.0525120477	-0.282005633	-0.05470879	0.0753084073		
v000691	-0.424124477	0.0596453449	0.0585907915	-0.096232672	0.4568817908	fac5	
v000697	0.0320309685	-0.337158006	-0.254248066	-0.131565315	0.1931968144	fac2	
v000701	-0.204969102	0.2200137001	-0.095472606	-0.403132722	-0.051410195	fac4	
v000708	-0.514024985	0.1819049224	0.0852211995	-0.046081241	-0.049963127	fac1	
v000709	-0.358650955	-0.014394569	0.1043426971	-0.120479012	0.0226844002	fac1	
v000714	-0.168846292	-0.090688655	0.0013116632	-0.170792489	0.0714793636		
v000715	-0.460506184	-0.134660818	0.1592104763	-0.064078495	0.171938131	fac1	
v000716	-0.433950277	0.3148642475	-0.089552829	-0.123800232	0.0442682581	fac1	
v000721	-0.419795616	-0.061819719	-0.164671599	-0.157043348	-0.077335825	fac1	
v000728	-0.185653928	-0.276451911	0.1063580219	-0.079983517	0.1882875691		
v000733	-0.311036032	-0.129015795	0.1740367399	-0.015581104	-0.167837104	fac1	
v000738	-0.307709381	-0.083403911	-0.105236308	-0.411358889	-0.186918624	fac4	
v000739	-0.214832726	-0.110012921	0.2023566052	-0.086049668	0.0510783729		
v000740	0.0177973048	-0.012268833	0.0257334529	-0.269353155	0.4470883989	fac5	
v000743	-0.354349625	-0.010485876	0.0322855769	-0.174773109	0.2446210632	fac1	
v000744	-0.093591003	-0.293562517	0.0444340577	0.2247265971	-0.318824319	fac5	
v000745	-0.65343568	0.1080603207	-0.063998984	0.0313742053	-0.212278653	fac1	
v000765	-0.116533601	0.2050365971	-0.115174428	-0.245846387	-0.314854774	fac5	
v000768	-0.374766918	-0.04980919	0.0067985256	-0.283032216	-0.292952288	fac1	
v000771	-0.481766157	0.0160627166	0.0966531386	-0.013117933	0.0777309574	fac1	
v000776	-0.222012011	-0.228696533	0.0900952503	0.0795139795	0.1407376117		
v000778	-0.106986255	0.1036048863	-0.136729262	-0.20738433	0.0642418331		
v000779	-0.074249428	-0.367897649	-0.117305967	-0.008315777	0.1542979761	fac2	
v000789	-0.350374841	0.4027586475	-0.310032906	-0.080088326	-0.091753456	fac2	
v000790	-0.314160751	-0.306745514	0.1077125872	-0.077492472	-0.133561799	fac1	
v000797	0.1475902435	-0.475563841	-0.137325467	-0.089119333	0.0398136785	fac2	
v000803	-0.211042573	0.1095665108	-0.11938601	-0.111859989	0.113044331		
v000816	0.0511803862	-0.234430798	-0.269689952	-0.076583018	-0.038589458		
v000817	-0.353140204	-0.13739517	-0.028936595	-0.102244076	0.0674986317	fac1	
v000824	-0.256361018	-0.278944834	-0.169938906	-0.17011391	0.1873978972		
v000825	-0.481682107	-0.391308123	0.1553934278	-0.147547637	0.1766085381	fac1	
v000830	-0.063110977	-0.142519693	-0.02345347	-0.139203041	-0.036388168		
v000845	-0.222664658	0.2026299906	-0.186540646	-0.277284261	0.1142237105		
v000852	-0.039986351	-0.312740323	-0.318043234	-0.053542884	-0.165681652	fac3	
v000861	-0.303270604	-0.229265959	-0.040492915	-0.134942473	-0.027441062	fac1	
v000862	0.1970810682	-0.068303252	0.0028927961	-0.242808883	0.1051084841		
v000865	0.0418004032	-0.303604107	0.1238651089	0.1291542356	-0.030836255	fac2	
v000867	-0.169555815	-0.201513666	-0.039161908	-0.217061889	0.2823664504		
v000870	-0.187966594	-0.145573788	-0.38677093	0.2703628541	-0.043630319	fac3	
v000879	0.1425540241	-0.363733955	-0.221407806	-0.377582688	-0.013752817	fac4	
v000880	-0.057848412	0.0933415031	-0.447189706	-0.027592919	0.1349058285	fac3	
v000883	-0.089175207	-0.280761815	-0.05472647	-0.208316843	0.3172327628	fac5	
v000889	0.1690839883	-0.019817855	-0.04983111	-0.389822762	-0.018005119	fac4	
v000898	-0.035008933	-0.105644876	0.0184114649	0.0210381471	0.1956594385		
v000900	-0.402306669	-0.502720909	-0.015604216	0.0212309944	0.0649015521	fac2	
v000911	0.0054158069	-0.272596246	-0.048292982	-0.009310712	-0.104045455		
v000914	0.1171778809	-0.120816985	0.0175391857	-0.299638834	0.0343531889		
v000921	0.2910305948	-0.193249187	-0.223497886	-0.078625047	0.0757270029		
v000923	0.2348211276	-0.080134482	-0.111888446	0.1234516292	0.0791707022		
v000932	0.1184061741	-0.242201	-0.331654978	-0.221631409	0.1412183313	fac3	
v000935	-0.096286307	0.0461838253	-0.309614072	-0.069205671	0.0046692253	fac3	
v000936	-0.225727724	-0.153307941	0.0160400191	-0.190926239	0.0683140032		
v000941	-0.010859677	-0.281912457	-0.21412859	-0.1661503	0.2119731553		
v000943	-0.142585016	-0.00343653	-0.390739034	-0.030374217	-0.054657953	fac3	
v000944	-0.091806225	-0.172654534	-0.278389922	0.305015439	0.3520240069	fac5	
v000947	-0.138658922	-0.27947002	-0.16564676	0.0481534079	0.2172282318		
v000950	0.0378404208	-0.436590519	-0.165625306	0.2117837922	0.4882354302	fac5	
v000952	-0.052829143	-0.005508964	-0.184888146	-0.201682555	-0.040880266		
v000955	-0.024414081	-0.248672906	-0.223615161	0.2922539541	0.0730434967		
v000959	0.1363323013	-0.219943825	-0.259297697	0.1040479391	0.2138057029		
v000966	-0.136438119	-0.263740338	-0.086685638	0.0278513762	0.4880829956	fac5	
v000973	-0.033359122	-0.277867654	-0.24518791	-0.057160383	-0.073623502		
v000975	-0.133046624	-0.451189882	-0.112662943	0.2020032827	-0.067950223	fac2	
v000980	-0.335705247	-0.176902428	-0.148824406	-0.255373559	0.1649586964	fac1	
v000994	-0.215809006	-0.208165075	-0.218533594	0.0020608085	0.549219124	fac5	
v000998	-0.11080909	-0.49725649	-0.192552237	0.1440351779	-0.223962074	fac2	
