user	fac1	fac2	fac3	fac4	fac5	fac6	fac7
u005857	0	0	0	0	0	0	0
u005858	2	1	0	0	0	1	0
u005859	0	0	0	0	2	0	0
u005860	1	0	0	0	0	0	0
u005861	0	0	-2	0	1	0	0
u005863	0	0	1	0	0	-1	0
u005864	0	0	0	0	0	0	0
u005865	1	0	5	0	0	0	0
u005866	1	0	0	0	0	0	0
u005867	0	0	3	0	0	0	0
u005869	0	0	1	0	0	1	0
u005870	2	0	0	0	0	0	0
u005872	1	0	1	0	0	0	0
u005873	0	0	0	0	0	1	0
u005875	1	0	2	2	1	2	0
u005876	0	0	-1	0	0	0	0
u005877	2	0	1	0	0	2	0
u005878	0	0	-2	1	0	0	0
u005880	0	0	0	0	1	0	0
u005882	2	2	4	0	0	1	0
u005883	0	0	0	0	0	1	0
u005885	0	0	0	0	-1	1	0
u005887	0	1	0	0	0	0	0
u005888	0	0	1	0	0	0	0
u005891	0	0	4	-2	0	1	0
u005894	0	0	0	1	-1	0	0
u005895	0	1	2	0	0	0	0
u005896	0	0	0	2	0	0	0
u005897	0	0	0	0	0	0	2
u005898	2	0	0	0	0	0	0
u005899	1	0	0	0	0	1	0
u005900	0	-2	2	0	0	-1	0
u005901	0	0	1	0	0	0	0
u005904	0	0	0	0	0	0	0
u005907	0	0	0	0	0	0	1
u005908	0	0	0	0	0	1	0
u005909	0	0	4	0	0	0	0
u005910	0	0	0	2	0	0	0
u005911	0	1	-1	0	0	0	0
u005913	1	1	1	0	0	0	0
u005914	3	0	1	0	0	1	0
u005917	-1	0	0	0	0	0	0
u005918	1	0	0	0	0	0	0
u005919	0	3	0	0	0	0	0
u005920	3	0	0	0	0	1	0
u005922	0	0	1	0	0	0	0
u005924	1	0	1	0	0	2	1
u005926	0	1	0	0	0	0	0
u005927	2	0	2	0	0	1	0
u005928	0	0	0	0	0	0	0
u005929	1	0	3	0	2	0	0
u005932	1	1	2	-1	0	2	0
u005933	0	0	1	0	0	0	0
u005936	2	0	2	0	0	0	0
u005938	1	0	1	0	0	0	0
u005940	1	2	0	-1	0	0	0
u005941	1	0	0	0	0	0	0
u005942	0	1	0	1	1	0	0
u005943	1	0	0	0	0	1	0
u005944	0	0	0	0	2	0	0
u005946	1	0	-1	0	-1	0	0
u005947	1	0	2	0	0	1	0
u005948	0	0	1	-1	0	3	0
u005949	0	0	1	0	0	0	0
u005950	0	0	0	0	0	0	0
u005951	0	1	0	0	0	0	0
u005955	0	2	0	0	0	0	0
u005956	0	0	0	0	0	0	0
u005957	0	0	0	0	0	0	0
u005960	0	0	-1	1	0	0	0
u005962	0	0	0	0	0	0	0
u005964	0	0	0	1	0	0	0
u005965	0	4	0	0	0	0	0
u005966	1	0	1	0	0	3	0
u005969	1	0	1	0	0	1	1
u005970	0	0	1	0	0	0	0
u005971	0	0	0	0	0	0	0
u005972	0	2	1	0	0	0	0
u005974	2	0	0	0	0	0	1
u005975	0	0	0	0	0	0	0
u005976	0	0	2	0	0	0	0
u005977	0	0	0	0	0	0	0
u005978	0	3	0	2	0	-1	0
u005979	0	1	1	0	0	0	0
u005981	2	0	1	0	1	1	0
u005982	0	0	0	0	0	0	0
u005984	0	0	1	0	0	0	0
u005987	0	0	0	1	0	0	0
u005988	0	1	2	0	0	1	0
u005989	0	0	0	0	0	1	-1
u005990	0	0	0	0	0	0	0
u005991	0	0	0	0	0	0	0
u005992	0	0	2	0	0	1	0
u005993	0	0	1	0	0	0	0
u005995	0	0	0	0	0	0	0
u005997	0	0	1	0	0	0	0
u005998	0	-1	2	0	1	0	0
u005999	0	0	0	0	0	0	0
u006001	0	0	0	1	0	0	0
u006002	0	0	0	0	0	0	0
u006003	0	0	0	0	0	0	0
u006004	2	0	0	0	0	0	0
u006005	0	0	0	0	0	0	0
u006006	1	0	0	0	0	2	0
u006007	1	0	1	0	0	1	0
u006008	-1	0	0	0	0	1	0
u006009	1	0	0	0	0	0	0
u006010	0	1	1	0	0	2	0
u006012	1	0	3	0	0	0	0
u006014	1	2	0	0	0	1	0
u006015	1	0	2	0	0	0	1
u006017	0	0	0	0	0	0	0
u006018	0	0	-1	0	1	-1	0
u006021	0	3	0	0	0	0	0
u006023	1	0	2	0	0	1	0
u006025	0	0	0	0	0	0	1
u006027	0	0	0	0	1	2	0
u006030	0	0	0	0	0	0	0
u006032	0	0	1	0	0	0	0
u006033	1	1	1	0	-1	2	0
u006034	0	1	0	0	2	0	0
u006035	0	0	0	0	0	0	0
u006036	0	1	0	0	0	0	0
u006037	-1	0	2	0	0	0	0
u006040	0	0	1	0	0	3	0
u006041	1	0	-1	0	0	1	0
u006042	1	0	1	0	0	1	1
u006046	2	0	3	0	1	0	0
u006047	0	1	0	0	0	0	0
u006048	-1	1	-1	0	1	-1	0
u006049	1	0	0	0	-2	0	0
u006050	0	0	0	0	0	-1	0
u006051	1	1	0	-1	0	1	0
u006052	0	1	0	0	0	0	0
u006053	2	0	0	0	-1	2	0
u006055	0	-1	1	2	1	0	0
u006056	0	0	1	0	0	1	0
u006057	1	3	0	0	-1	-1	0
u006059	2	0	0	1	0	1	0
u006062	0	0	1	0	0	1	0
u006065	1	1	0	0	0	0	0
u006066	0	0	1	0	0	0	0
u006068	4	0	2	0	-1	1	0
u006069	0	1	1	0	0	0	0
u006070	0	0	0	1	0	1	0
u006071	0	0	0	0	0	1	0
u006072	0	1	0	0	0	2	0
u006075	0	0	1	0	0	0	0
u006078	0	3	0	0	0	1	0
u006079	0	3	0	0	0	0	0
u006080	0	0	2	0	0	0	0
u006081	0	0	2	2	0	0	0
u006083	0	0	0	0	0	0	0
u006085	0	2	0	0	-1	0	0
u006087	0	0	1	1	0	1	0
u006088	0	1	0	0	0	0	0
u006089	0	0	1	0	0	0	0
u006090	-1	2	0	1	0	0	0
u006091	2	1	0	0	0	0	0
u006092	1	0	0	0	0	0	0
u006093	0	0	0	0	0	0	0
u006094	1	0	1	0	0	1	0
u006095	1	0	0	0	0	0	1
u006096	0	1	1	0	0	1	0
u006098	1	1	0	0	1	-1	0
u006099	0	0	0	0	0	1	0
u006100	0	0	0	0	0	1	0
u006101	0	0	-1	1	0	-1	0
u006102	0	0	0	0	0	1	0
u006104	1	2	2	0	1	0	1
u006105	3	1	0	-1	1	0	0
u006107	0	0	0	0	0	1	0
u006108	1	0	0	0	0	0	0
u006109	0	0	0	0	0	0	0
u006110	1	0	0	-1	0	0	1
u006111	5	0	1	0	0	0	1
u006112	0	0	1	0	0	0	0
u006113	0	0	0	0	0	0	0
u006114	0	0	0	0	0	0	0
u006117	2	0	1	0	0	0	0
u006119	2	0	0	1	1	0	0
u006121	0	1	0	0	0	2	0
u006122	1	0	0	0	1	1	0
u006124	0	0	2	0	0	0	0
u006126	1	0	5	0	0	0	0
u006127	1	0	1	0	1	1	0
u006129	1	1	1	0	0	0	0
u006131	0	0	1	0	0	0	0
u006132	1	0	0	0	0	0	0
u006133	4	0	1	-1	0	2	0
u006135	1	0	0	0	-1	2	0
u006136	0	0	1	0	0	0	0
u006137	1	0	1	0	0	0	0
u006139	0	0	1	0	-1	0	0
u006142	0	1	2	0	0	0	0
u006143	0	0	0	0	0	1	0
u006144	1	1	1	0	1	1	0
u006145	0	0	0	0	0	-1	0
u006147	0	1	0	0	0	0	0
u006148	0	0	2	0	1	0	0
u006149	5	1	1	1	0	0	0
u006152	-1	-1	0	1	0	0	0
u006153	0	2	-1	1	0	0	0
u006154	0	0	0	0	0	0	1
u006155	0	1	0	0	-1	0	0
u006157	0	0	0	0	0	0	0
u006158	0	0	0	0	-1	0	0
u006159	0	1	0	1	0	0	0
u006160	0	0	0	0	1	0	0
u006161	0	1	1	0	0	0	0
u006162	1	1	0	0	0	3	0
u006164	1	1	0	0	1	0	0
u006165	1	0	0	0	-2	0	0
u006166	0	1	0	0	1	0	0
u006167	0	1	0	0	-2	3	0
u006168	1	0	1	0	0	3	0
u006169	0	2	0	0	0	0	0
u006170	1	1	0	0	0	2	0
u006171	1	1	0	0	1	0	0
u006173	0	1	0	0	0	1	0
u006174	2	0	0	0	0	0	0
u006175	0	2	0	0	0	0	0
u006176	1	0	0	0	0	1	0
u006177	0	0	3	0	0	2	0
u006178	1	0	3	0	0	-1	0
u006181	0	0	0	0	1	0	0
u006182	2	0	1	0	1	2	0
u006183	0	0	0	0	0	1	0
u006184	2	0	-1	0	1	1	0
u006185	0	2	0	0	0	0	0
u006186	2	0	1	1	0	2	0
u006189	0	1	1	0	0	0	4
u006190	0	1	1	0	-1	2	0
u006191	0	0	1	0	0	1	0
u006194	2	0	2	0	0	0	1
u006197	0	0	2	0	1	-1	0
u006200	0	3	1	0	-1	-2	0
u006203	2	0	0	0	0	1	0
u006204	0	0	0	1	0	0	0
u006207	0	0	0	0	0	0	1
u006208	0	1	0	0	0	1	0
u006210	4	2	2	0	0	0	2
u006212	0	0	1	0	0	0	0
u006215	0	0	1	0	0	-1	0
u006216	0	0	2	1	0	0	0
u006218	1	0	1	-1	0	2	0
u006219	1	0	0	0	0	2	0
u006222	1	0	4	0	0	0	0
u006223	1	3	0	0	0	3	0
u006225	0	1	0	0	-1	1	0
u006227	-1	2	0	0	0	2	3
u006228	0	0	4	0	0	1	0
u006229	1	3	1	0	0	0	0
u006230	2	1	1	0	-1	0	0
u006232	0	0	0	0	0	0	0
u006234	1	0	3	0	0	0	0
u006235	0	0	3	0	0	0	0
u006237	0	0	0	0	0	0	0
u006238	0	0	2	0	0	0	0
u006239	0	1	0	1	0	1	0
u006240	0	1	0	0	0	1	0
u006241	1	0	1	0	1	0	0
u006243	1	0	3	-1	0	2	0
u006246	0	0	1	0	0	1	0
u006247	0	0	1	0	0	1	0
u006248	0	0	0	0	0	3	0
u006250	0	1	0	0	0	-1	0
u006252	1	0	4	0	0	0	0
u006253	0	0	0	-2	0	0	0
u006255	0	2	0	0	0	0	0
u006257	0	0	0	0	0	1	0
u006260	0	0	0	0	0	1	0
u006262	0	1	0	0	0	0	0
u006264	0	0	1	0	0	0	0
u006267	2	0	0	0	0	1	0
u006269	0	2	0	0	0	0	0
u006271	0	-1	0	0	0	0	0
u006272	1	0	2	0	-1	3	0
u006273	0	0	0	0	0	0	0
u006274	1	3	0	-2	1	0	0
u006277	0	1	0	0	0	1	0
u006278	2	0	1	0	1	0	1
u006280	0	0	0	0	0	1	0
u006282	0	1	0	0	0	0	0
u006284	0	0	0	0	0	1	0
u006286	0	1	0	0	0	0	0
u006287	0	2	0	-1	0	1	0
u006288	0	0	0	0	-1	1	0
u006289	0	0	0	0	0	0	0
u006290	0	1	1	0	0	0	0
u006292	0	0	0	0	0	1	0
u006295	0	0	0	0	0	0	0
u006297	0	0	1	0	0	0	0
u006298	0	0	0	0	0	0	0
u006299	2	0	0	0	0	2	0
u006300	0	0	0	0	0	0	0
u006301	0	0	1	0	0	1	0
u006302	2	0	3	0	0	0	-1
u006303	3	0	0	0	1	0	0
u006304	0	0	1	0	0	0	0
u006305	1	0	1	-1	0	1	0
u006306	3	0	0	0	0	0	0
u006307	0	1	0	0	-1	0	0
u006309	2	0	0	0	1	1	0
u006310	0	0	0	0	0	1	0
u006311	1	1	2	0	-1	3	0
u006313	3	1	0	0	0	0	1
u006314	0	0	0	0	0	2	0
u006318	0	0	0	0	0	1	0
u006319	0	1	0	0	0	0	0
u006320	1	0	1	0	0	0	0
u006321	0	0	2	0	0	0	0
u006322	0	1	0	0	0	0	0
u006326	0	1	0	0	0	0	0
u006327	0	0	2	0	-1	1	0
u006332	0	0	1	0	0	0	0
u006335	1	0	-3	0	1	0	0
u006336	0	0	0	0	0	0	0
u006338	1	0	0	0	0	-1	0
u006339	1	2	2	1	0	0	0
u006341	1	0	2	0	2	0	1
u006342	0	0	5	0	0	0	0
u006345	0	0	0	1	0	0	0
u006346	1	0	0	0	0	0	0
u006348	0	1	2	1	0	0	-1
u006349	1	0	1	0	0	1	0
u006351	0	2	2	0	0	0	0
u006352	0	0	0	0	0	0	0
u006353	0	0	0	0	0	-1	0
u006354	0	0	2	0	0	0	-1
u006355	0	1	0	0	1	0	0
u006357	1	1	0	0	0	0	2
u006359	0	2	-1	1	0	0	0
u006361	0	1	0	0	0	0	0
u006362	0	0	1	0	0	0	0
u006363	0	0	0	0	0	-1	0
u006366	0	3	0	0	0	1	0
u006367	3	1	0	0	-1	1	0
u006369	0	1	-1	1	-1	0	0
u006370	1	1	1	0	0	0	0
u006374	0	0	1	0	0	0	0
u006376	1	1	1	0	0	4	0
u006377	0	0	-1	0	0	0	0
u006379	0	0	1	0	0	1	0
u006380	1	-1	0	1	0	0	0
u006383	0	0	0	0	0	1	0
u006386	0	3	1	0	0	2	0
u006388	1	0	1	0	0	2	0
u006389	0	0	2	0	0	0	0
u006390	0	0	0	0	0	1	0
u006391	0	0	-1	0	0	0	0
u006392	0	0	0	0	0	0	0
u006395	0	0	1	0	0	0	0
u006396	0	0	0	0	0	0	0
u006397	1	3	2	0	0	0	0
u006398	0	1	1	0	0	0	0
u006401	0	2	0	0	0	0	0
u006402	-1	1	0	-1	1	0	0
u006403	2	0	0	0	0	-1	0
u006404	0	0	0	0	0	2	0
u006405	0	0	1	0	0	0	0
u006406	2	0	0	0	0	1	0
u006410	0	1	-1	0	0	0	0
u006411	1	1	2	0	0	0	3
u006413	2	1	0	0	0	0	0
u006414	0	0	2	0	0	2	1
u006415	0	0	0	0	0	0	0
u006416	0	1	0	1	0	-1	0
u006418	0	0	0	0	1	0	2
u006419	0	0	0	0	-1	0	0
u006420	0	1	0	0	0	0	0
u006421	2	2	0	0	0	1	0
u006423	1	0	4	2	0	0	0
u006427	1	1	1	1	0	1	0
u006428	0	0	-1	0	0	0	0
u006430	1	0	0	0	1	0	0
u006431	2	2	2	0	0	0	0
u006432	1	0	0	0	0	1	0
u006433	0	1	0	-1	0	0	0
u006434	0	0	2	0	0	0	0
u006435	0	0	0	0	1	-1	0
u006437	0	0	2	0	0	0	1
u006438	2	0	1	0	0	1	0
u006439	0	0	0	0	0	0	0
u006440	0	0	0	0	0	0	0
u006441	0	0	0	0	0	0	0
u006442	1	0	1	0	1	0	1
u006443	0	2	0	0	0	-1	0
u006445	0	0	0	0	0	0	0
u006446	2	0	1	0	0	1	0
u006447	0	0	0	0	0	0	1
u006449	0	0	0	0	0	1	0
u006451	3	0	-1	0	0	1	0
u006453	2	0	1	0	0	0	2
u006455	0	0	5	0	0	0	0
u006456	1	0	1	0	0	0	0
u006457	0	0	0	0	0	0	0
u006461	1	2	0	0	0	0	-1
u006462	0	0	0	0	0	0	0
u006463	0	0	1	0	0	1	0
u006464	0	0	0	0	1	0	0
u006465	0	0	0	0	0	2	0
u006469	0	0	0	0	0	1	0
u006471	0	0	0	0	0	4	0
u006475	1	0	2	0	0	0	0
u006477	0	0	1	0	0	0	0
u006478	1	0	2	0	0	0	0
u006480	0	0	1	0	1	0	0
u006482	0	1	0	-1	0	0	0
u006483	0	0	0	0	0	0	0
u006485	2	0	0	0	0	1	0
u006486	0	0	0	0	0	0	0
u006489	0	1	0	0	0	0	0
u006493	0	3	2	2	0	0	0
u006494	0	0	0	0	0	0	0
u006495	0	0	0	0	1	0	0
u006496	0	1	0	0	0	0	0
u006497	0	2	0	0	0	0	0
u006498	0	0	0	0	1	0	0
u006499	0	1	2	0	1	0	0
u006501	1	0	1	0	1	0	0
u006503	0	0	0	0	0	0	0
u006504	0	0	0	0	0	0	0
u006505	0	0	1	0	0	1	0
u006507	1	0	0	2	0	0	1
u006508	0	1	0	-1	0	0	0
u006509	0	1	1	0	0	0	0
u006511	0	0	4	0	1	0	0
u006512	0	0	0	0	0	0	0
u006513	3	0	1	0	-1	0	0
u006514	1	0	3	0	0	2	0
u006515	0	4	-1	0	0	3	0
u006516	-1	0	-1	0	-1	0	1
u006517	0	0	0	0	0	0	-2
u006518	0	0	3	0	0	1	0
u006520	0	0	0	0	0	0	0
u006521	2	0	0	0	0	0	0
u006522	0	1	0	0	-1	0	0
u006523	1	0	2	0	0	0	0
u006524	1	1	0	2	0	0	-1
u006525	2	0	1	0	0	0	0
u006526	1	3	0	0	0	0	0
u006528	2	0	0	0	0	-1	0
u006529	0	1	-1	1	0	0	0
u006530	1	0	0	0	0	2	0
u006535	0	0	1	0	1	0	0
u006536	1	1	0	0	2	0	0
u006538	3	0	0	0	0	0	0
u006539	0	1	0	0	-1	0	0
u006541	0	0	0	0	0	0	0
u006542	0	0	1	0	0	0	0
u006543	0	0	0	0	0	2	0
u006545	0	1	0	0	1	0	0
u006547	2	0	0	0	0	1	-1
u006548	0	0	0	2	0	0	0
u006549	0	0	0	-1	0	0	0
u006550	1	0	0	0	0	0	0
u006553	3	2	3	0	1	1	0
u006554	1	2	1	-2	0	0	0
u006555	0	2	3	0	0	0	0
u006556	0	1	0	0	0	-1	0
u006557	0	0	2	0	0	0	0
u006558	1	1	0	0	0	0	0
u006559	4	0	0	0	0	0	0
u006560	0	1	1	0	0	0	0
u006561	1	0	1	0	0	2	2
u006562	0	4	0	0	0	-1	0
u006563	0	1	0	0	-1	1	0
u006564	0	0	3	1	1	-1	0
u006566	1	1	4	0	2	0	0
u006567	2	0	0	0	0	0	0
u006569	0	0	1	0	0	1	0
u006570	0	0	0	0	0	0	0
u006571	2	0	1	0	0	1	0
u006573	1	-1	0	0	0	0	0
u006574	0	0	1	0	0	0	0
u006576	0	0	0	0	0	0	0
u006577	0	1	0	0	0	0	0
u006578	0	0	0	0	0	0	0
u006580	0	0	1	2	2	0	0
u006581	2	0	0	0	0	1	0
u006583	1	0	2	0	0	2	1
u006585	0	1	0	0	0	1	0
u006587	0	-1	0	0	0	0	0
u006588	0	0	1	0	0	0	1
u006590	0	2	0	0	0	0	0
u006591	1	0	0	0	0	1	0
u006592	1	0	0	0	0	0	0
u006594	0	0	0	0	0	1	0
u006595	1	0	1	0	0	-2	0
u006596	1	1	2	0	0	0	0
u006597	0	0	0	0	-2	2	0
u006598	1	0	2	0	0	0	0
u006599	0	0	0	1	0	-1	0
u006600	0	0	0	0	0	1	0
u006601	0	0	0	0	0	0	0
u006602	1	0	1	0	0	0	0
u006603	0	1	0	1	1	0	-1
u006604	0	0	0	0	0	0	0
u006605	0	1	0	0	0	0	0
u006606	0	2	0	0	0	0	0
u006608	0	0	0	0	0	1	0
u006609	2	2	1	0	0	2	0
u006610	2	0	0	0	1	0	0
u006611	0	0	0	0	0	2	0
u006612	0	1	0	2	0	0	1
u006613	1	0	2	0	0	0	0
u006614	2	2	2	0	0	1	0
u006615	0	2	-1	0	0	0	0
u006618	0	0	0	0	0	0	0
u006619	0	0	0	0	0	0	0
u006621	0	2	-1	0	0	0	0
u006622	0	0	0	0	0	1	0
u006623	0	1	0	0	0	0	0
u006624	0	0	-1	1	1	0	0
u006625	0	1	0	0	0	1	0
u006626	0	0	0	0	0	0	0
u006627	0	0	-1	0	0	0	0
u006628	0	0	1	0	0	0	0
u006629	-1	1	0	1	0	0	0
u006630	2	0	0	1	1	0	0
u006632	1	0	1	0	1	1	0
u006638	1	1	0	0	0	0	0
u006639	0	0	0	0	0	2	0
u006642	1	0	2	0	0	1	0
u006643	0	0	0	0	1	0	0
u006644	0	2	0	0	0	0	0
u006649	1	0	0	0	-1	2	0
u006650	0	0	2	1	0	4	0
u006651	0	0	1	0	0	0	0
u006652	0	0	0	1	0	2	0
u006653	0	0	0	0	0	0	0
u006657	0	0	0	0	0	1	0
u006658	2	0	0	0	1	0	0
u006659	1	0	1	0	0	0	0
u006660	1	0	0	0	0	0	0
u006661	0	0	0	0	0	1	0
u006662	1	-1	1	2	1	0	0
u006665	1	1	0	1	1	0	0
u006666	0	0	1	0	0	2	0
u006667	2	0	0	0	0	0	0
u006668	1	0	1	1	0	2	0
u006669	0	2	0	1	0	0	0
u006670	0	0	0	0	0	0	1
u006672	0	0	2	0	0	0	0
u006673	1	0	1	-2	0	1	0
u006675	0	0	0	0	0	0	0
u006676	1	0	2	0	0	1	0
u006677	0	0	0	0	0	1	0
u006680	0	0	0	0	0	0	0
u006681	0	1	0	0	1	0	0
u006682	0	1	0	0	0	0	0
u006683	0	1	0	0	0	0	0
u006688	2	1	2	0	0	4	0
u006690	0	0	0	0	0	1	0
u006691	1	0	0	0	0	1	0
u006692	0	1	1	0	1	0	0
u006695	1	0	0	0	0	1	0
u006697	0	-1	0	0	0	0	0
u006698	0	0	3	0	0	1	0
u006699	0	3	0	0	0	0	0
u006703	1	1	0	0	0	1	0
u006704	1	1	1	2	0	-1	0
u006705	1	0	2	-1	0	1	0
u006706	1	0	3	0	0	2	0
u006707	0	0	2	2	0	-1	0
u006708	0	1	0	-1	3	0	-1
u006709	0	1	0	0	0	0	0
u006710	-1	1	0	0	0	1	0
u006711	0	0	3	0	0	1	0
u006712	1	0	1	0	0	0	0
u006713	0	0	4	0	0	1	0
u006714	0	0	-1	1	1	-1	0
u006715	1	0	2	0	0	1	0
u006716	2	0	1	0	0	3	0
u006717	0	0	0	0	0	0	0
u006718	1	2	1	1	0	0	0
u006720	0	0	2	0	0	1	0
u006721	1	1	1	2	-1	0	0
u006722	4	0	0	0	0	2	0
u006723	1	0	0	0	0	0	0
u006724	0	0	1	1	0	2	0
u006728	0	1	0	0	0	0	0
u006729	2	0	0	0	0	0	0
u006731	3	0	0	0	0	0	0
u006732	3	0	3	0	0	1	0
u006733	0	0	0	0	0	0	0
u006734	2	0	0	1	1	0	-1
u006735	1	4	1	0	0	0	0
u006736	0	0	2	0	-2	2	0
u006737	0	2	0	0	0	0	0
u006738	2	0	0	0	0	2	0
u006739	1	1	2	0	0	0	0
u006742	1	-1	2	0	1	0	0
u006744	1	0	2	0	2	1	0
u006746	0	0	0	0	0	0	0
u006751	1	0	0	0	0	0	0
u006753	0	0	1	2	0	0	0
u006754	0	1	0	1	0	0	1
u006755	0	0	0	0	0	-1	0
u006756	0	0	0	0	0	0	0
u006759	0	0	0	0	0	0	0
u006760	1	0	3	0	0	1	1
u006764	1	1	1	1	0	1	0
u006765	0	0	1	0	0	1	0
u006768	3	0	0	0	0	0	0
u006769	-2	1	0	0	0	2	3
u006774	2	0	0	0	0	0	0
u006776	4	0	0	0	0	0	0
u006777	0	2	-1	-1	-1	0	0
u006778	0	3	1	1	0	0	0
u006779	1	0	0	0	1	0	0
u006782	1	0	0	0	0	1	0
u006784	0	0	2	1	0	0	0
u006786	1	1	0	-2	0	0	0
u006787	2	1	1	0	0	0	0
u006790	0	0	0	3	0	0	0
u006791	0	0	0	0	0	0	0
u006792	0	0	3	0	0	0	-1
u006793	0	0	0	0	0	0	0
u006795	2	0	0	0	-1	1	0
u006796	0	0	0	0	0	0	0
u006797	0	2	-1	0	0	0	0
u006799	0	0	0	0	0	1	0
u006800	0	1	0	2	1	0	0
u006801	0	1	-1	0	0	0	0
u006802	1	0	0	0	0	2	0
u006803	0	0	0	0	0	0	0
u006805	0	0	2	-1	0	1	0
u006806	0	1	0	0	0	0	0
u006807	1	0	2	0	0	1	0
u006808	3	0	0	0	0	0	0
u006809	0	0	0	0	0	0	0
u006810	4	0	0	0	0	1	0
u006812	0	0	0	0	0	1	0
u006813	0	0	0	0	0	0	1
u006815	-1	1	1	0	1	1	0
u006817	2	0	2	0	0	0	0
u006818	0	0	0	0	0	1	0
u006821	0	0	0	0	0	0	0
u006823	0	-1	1	0	0	0	0
u006827	0	2	0	1	1	0	0
u006828	0	0	0	0	0	0	0
u006829	0	1	1	0	0	0	0
u006831	0	0	0	0	0	1	0
u006832	0	0	1	0	0	0	0
u006833	1	0	0	1	0	0	0
u006834	0	0	1	0	0	0	0
u006835	0	0	1	0	0	0	0
u006840	0	0	0	0	0	-1	0
u006841	0	0	0	-1	0	0	0
u006844	1	0	2	0	0	0	0
u006845	0	0	0	0	0	3	0
u006847	1	0	1	0	0	2	0
u006848	2	2	0	0	0	2	0
u006849	2	1	2	0	0	0	0
u006850	1	0	0	0	0	1	0
u006853	1	1	0	0	0	0	0
u006855	0	0	0	0	0	0	0
u006856	0	0	4	0	0	0	0
u006857	1	2	1	0	0	1	0
u006858	0	0	0	0	0	1	0
u006861	0	0	2	0	0	1	0
u006863	0	0	0	0	0	2	0
u006864	0	1	0	0	0	1	0
u006866	0	0	3	0	0	0	0
u006867	0	2	1	0	0	1	0
u006868	0	1	1	-1	0	-1	0
u006869	0	0	3	0	0	1	0
u006872	3	0	0	0	0	1	0
u006873	4	1	0	0	0	0	0
u006874	0	0	0	0	0	0	0
u006876	1	-1	2	0	2	0	0
u006877	0	0	0	0	0	0	0
u006878	0	1	3	0	0	2	0
u006879	0	0	3	0	0	0	0
u006880	1	0	2	0	0	0	0
u006882	0	1	0	1	0	1	0
u006883	0	0	0	2	0	0	0
u006884	0	2	2	0	-1	2	0
u006885	2	1	3	0	0	0	0
u006886	0	2	1	0	1	0	0
u006888	1	0	0	2	1	1	0
u006889	0	0	0	2	0	-1	0
u006890	1	0	1	0	0	0	0
u006891	3	0	1	0	0	1	-1
u006892	0	0	0	0	0	0	0
u006895	0	0	2	0	0	0	0
u006897	1	0	2	1	0	0	0
u006898	0	0	2	0	0	0	0
u006899	1	1	1	0	0	0	0
u006900	0	0	2	0	0	0	0
u006903	0	0	2	0	0	0	1
u006905	3	2	3	0	-1	0	0
u006906	0	0	0	0	0	0	0
u006907	0	0	0	0	0	1	0
u006908	0	3	0	0	-1	0	0
u006910	0	1	0	0	-1	1	0
u006912	0	0	2	0	0	0	0
u006913	1	1	3	0	0	0	2
u006914	0	1	0	0	0	0	0
u006915	0	0	0	0	0	1	0
u006917	1	0	0	0	0	0	3
u006918	0	1	0	2	0	1	0
u006920	1	0	1	0	0	0	0
u006924	1	1	0	-1	0	0	0
u006925	1	1	2	0	0	2	0
u006926	1	0	0	0	0	0	0
u006927	0	-1	0	0	0	1	0
u006931	0	1	0	0	0	0	0
u006934	0	1	0	0	0	0	0
u006936	0	1	1	0	0	0	0
u006937	0	0	0	0	-1	2	0
u006938	1	0	4	0	1	1	0
u006939	2	0	0	-1	-1	0	1
u006941	0	0	4	0	0	0	0
u006942	0	0	0	0	0	1	0
u006943	1	0	3	0	0	1	0
u006944	0	0	0	0	0	0	0
u006948	0	1	0	0	0	0	0
u006949	1	1	0	0	0	0	0
u006952	5	0	1	0	0	1	2
u006953	0	0	2	0	1	1	0
u006954	2	1	0	-1	-1	3	0
u006955	0	0	0	0	0	0	0
u006956	2	0	0	0	0	1	0
u006960	0	0	0	0	0	1	0
u006961	1	0	0	0	0	1	0
u006963	0	0	0	0	0	0	0
u006964	0	0	1	0	0	-1	0
u006965	0	0	0	0	0	0	0
u006966	2	0	1	-1	0	0	0
u006967	0	1	0	-1	0	-1	0
u006972	0	1	0	0	0	0	0
u006974	0	0	0	1	0	-2	0
u006977	0	0	0	0	0	0	0
u006979	2	0	0	1	1	0	0
u006983	1	1	0	0	0	0	0
u006984	3	0	0	0	0	0	0
u006985	1	0	0	0	0	0	0
u006988	3	0	1	0	0	1	0
u006991	1	0	0	0	0	1	0
u006992	0	0	0	0	0	0	0
u006998	0	0	4	1	1	0	0
u007001	1	1	0	0	0	1	4
u007003	0	0	0	0	0	0	0
u007004	0	1	3	0	0	0	0
u007005	1	0	1	0	1	0	0
u007006	0	0	2	0	0	0	0
u007007	0	0	0	0	0	1	0
u007010	0	0	0	0	0	0	0
u007011	0	1	0	0	0	-1	0
u007013	1	0	3	-1	0	1	0
u007014	0	1	0	0	0	0	0
u007016	0	0	1	0	0	0	0
u007017	0	0	-3	2	2	0	0
u007018	0	1	0	0	0	0	0
u007019	1	0	1	0	0	1	0
u007021	3	1	2	0	2	0	0
u007022	3	0	0	0	1	0	0
u007023	2	0	6	0	-1	1	0
u007024	0	0	2	0	0	0	0
u007025	0	1	0	0	0	0	0
u007026	0	0	2	0	1	0	0
u007027	1	1	0	0	0	1	0
